"","Year","Country...territory.of.asylum.residence","Origin","Population.type","Value"
"1436",1977,"Botswana","Zimbabwe","Refugees (incl. refugee-like situations)","4000"
"1437",1977,"Canada","Various/Unknown","Refugees (incl. refugee-like situations)","29537"
"1438",1977,"Switzerland","Various/Unknown","Refugees (incl. refugee-like situations)","30000"
"1439",1977,"Chile","Various/Unknown","Refugees (incl. refugee-like situations)","5200"
"1440",1977,"Cameroon","Equatorial Guinea","Refugees (incl. refugee-like situations)","30000"
"1441",1977,"Dem. Rep. of the Congo","Angola","Refugees (incl. refugee-like situations)","500000"
"1442",1977,"Dem. Rep. of the Congo","Burundi","Refugees (incl. refugee-like situations)","11300"
"1443",1977,"Dem. Rep. of the Congo","Rwanda","Refugees (incl. refugee-like situations)","18000"
"1444",1977,"Dem. Rep. of the Congo","Various/Unknown","Refugees (incl. refugee-like situations)","1000"
"1445",1977,"Colombia","Various/Unknown","Refugees (incl. refugee-like situations)","1800"
"1446",1977,"Costa Rica","Various/Unknown","Refugees (incl. refugee-like situations)","3500"
"1447",1977,"Cuba","Various/Unknown","Refugees (incl. refugee-like situations)","2600"
"1448",1977,"Cyprus","Cyprus","Refugees (incl. refugee-like situations)","700"
"1449",1977,"Germany","Various/Unknown","Refugees (incl. refugee-like situations)","120000"
"1450",1977,"Djibouti","Ethiopia","Refugees (incl. refugee-like situations)","8000"
"1451",1977,"Denmark","Various/Unknown","Refugees (incl. refugee-like situations)","1764"
"1452",1977,"Dominican Rep.","Various/Unknown","Refugees (incl. refugee-like situations)","500"
"1453",1977,"Algeria","Chile","Refugees (incl. refugee-like situations)","2000"
"1454",1977,"Algeria","Western Sahara","Refugees (incl. refugee-like situations)","50000"
"1455",1977,"Ecuador","Various/Unknown","Refugees (incl. refugee-like situations)","200"
"1456",1977,"Egypt","Armenia","Refugees (incl. refugee-like situations)","440"
"1457",1977,"Egypt","Ethiopia","Refugees (incl. refugee-like situations)","530"
"1458",1977,"Egypt","Ethiopia","Returnees","50"
"1459",1977,"Egypt","Russian Federation","Refugees (incl. refugee-like situations)","50"
"1460",1977,"Egypt","Turkey","Refugees (incl. refugee-like situations)","70"
"1461",1977,"Egypt","Various/Unknown","Refugees (incl. refugee-like situations)","3350"
"1462",1977,"Egypt","South Africa","Refugees (incl. refugee-like situations)","70"
"1463",1977,"Spain","Various/Unknown","Refugees (incl. refugee-like situations)","15000"
"1464",1977,"Ethiopia","Sudan","Refugees (incl. refugee-like situations)","10850"
"1465",1977,"Ethiopia","Various/Unknown","Refugees (incl. refugee-like situations)","90"
"1466",1977,"France","Various/Unknown","Refugees (incl. refugee-like situations)","119413"
"1467",1977,"Gabon","Equatorial Guinea","Refugees (incl. refugee-like situations)","90000"
"1468",1977,"United Kingdom","Various/Unknown","Refugees (incl. refugee-like situations)","148000"
"1469",1977,"Ghana","Namibia","Refugees (incl. refugee-like situations)","50"
"1470",1977,"Ghana","Various/Unknown","Refugees (incl. refugee-like situations)","120"
"1471",1977,"Greece","Greece","Refugees (incl. refugee-like situations)","410"
"1472",1977,"Greece","Various/Unknown","Refugees (incl. refugee-like situations)","2200"
"1473",1977,"Italy","Various/Unknown","Refugees (incl. refugee-like situations)","11700"
"1474",1977,"Japan","Viet Nam","Refugees (incl. refugee-like situations)","600"
"1475",1977,"Kenya","Ethiopia","Refugees (incl. refugee-like situations)","820"
"1476",1977,"Kenya","Mozambique","Refugees (incl. refugee-like situations)","120"
"1477",1977,"Kenya","Namibia","Refugees (incl. refugee-like situations)","50"
"1478",1977,"Kenya","Rwanda","Refugees (incl. refugee-like situations)","570"
"1479",1977,"Kenya","Somalia","Refugees (incl. refugee-like situations)","60"
"1480",1977,"Kenya","Uganda","Refugees (incl. refugee-like situations)","4280"
"1481",1977,"Kenya","Various/Unknown","Refugees (incl. refugee-like situations)","60"
"1482",1977,"Kenya","South Africa","Refugees (incl. refugee-like situations)","50"
"1483",1977,"Lao People's Dem. Rep.","Cambodia","Refugees (incl. refugee-like situations)","100"
"1484",1977,"Lebanon","Various/Unknown","Refugees (incl. refugee-like situations)","700000"
"1485",1977,"Liberia","Guinea","Refugees (incl. refugee-like situations)","1500"
"1486",1977,"Liberia","Various/Unknown","Refugees (incl. refugee-like situations)","50"
"1487",1977,"Lesotho","Various/Unknown","Refugees (incl. refugee-like situations)","200"
"1488",1977,"Lesotho","South Africa","Refugees (incl. refugee-like situations)","930"
"1489",1977,"Morocco","Various/Unknown","Refugees (incl. refugee-like situations)","500"
"1490",1977,"Mexico","Various/Unknown","Refugees (incl. refugee-like situations)","4000"
"1491",1977,"Mozambique","Various/Unknown","Refugees (incl. refugee-like situations)","60"
"1492",1977,"Mozambique","Zimbabwe","Refugees (incl. refugee-like situations)","42400"
"1493",1977,"Malaysia","Cambodia","Refugees (incl. refugee-like situations)","1580"
"1494",1977,"Malaysia","Philippines","Refugees (incl. refugee-like situations)","90000"
"1495",1977,"Malaysia","Viet Nam","Refugees (incl. refugee-like situations)","3880"
"1496",1977,"Malaysia","Various/Unknown","Refugees (incl. refugee-like situations)","540"
"1497",1977,"Niger","Guinea","Refugees (incl. refugee-like situations)","1500"
"1498",1977,"Nigeria","Namibia","Refugees (incl. refugee-like situations)","50"
"1499",1977,"Nigeria","Various/Unknown","Refugees (incl. refugee-like situations)","90"
"1500",1977,"Nigeria","South Africa","Refugees (incl. refugee-like situations)","160"
"1501",1977,"Netherlands","Various/Unknown","Refugees (incl. refugee-like situations)","8000"
"1502",1977,"Norway","Various/Unknown","Refugees (incl. refugee-like situations)","6000"
"1503",1977,"Nepal","Tibetan","Refugees (incl. refugee-like situations)","8400"
"1504",1977,"Panama","Various/Unknown","Refugees (incl. refugee-like situations)","500"
"1505",1977,"Peru","Various/Unknown","Refugees (incl. refugee-like situations)","1200"
"1506",1977,"Philippines","Viet Nam","Refugees (incl. refugee-like situations)","1300"
"1507",1977,"Portugal","Various/Unknown","Refugees (incl. refugee-like situations)","7500"
"1508",1977,"Paraguay","Various/Unknown","Refugees (incl. refugee-like situations)","1500"
"1509",1977,"Romania","Chile","Refugees (incl. refugee-like situations)","1000"
"1510",1977,"Rwanda","Burundi","Refugees (incl. refugee-like situations)","7500"
"1511",1977,"Sudan","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","4500"
"1512",1977,"Sudan","Ethiopia","Refugees (incl. refugee-like situations)","145500"
"1513",1977,"Sudan","Ethiopia","Returnees","1100"
"1514",1977,"Senegal","Guinea-Bissau","Refugees (incl. refugee-like situations)","5000"
"1515",1977,"Sierra Leone","Various/Unknown","Refugees (incl. refugee-like situations)","150"
"1516",1977,"Somalia","Ethiopia","Refugees (incl. refugee-like situations)","500000"
"1517",1977,"Serbia and Kosovo (S/RES/1244 (1999))","Albania","Refugees (incl. refugee-like situations)","2000"
"1518",1977,"Sweden","Various/Unknown","Refugees (incl. refugee-like situations)","20000"
"1519",1977,"Swaziland","South Africa","Refugees (incl. refugee-like situations)","135"
"1520",1977,"Thailand","Cambodia","Refugees (incl. refugee-like situations)","15030"
"1521",1977,"Thailand","Lao People's Dem. Rep.","Refugees (incl. refugee-like situations)","78970"
"1522",1977,"Thailand","Viet Nam","Refugees (incl. refugee-like situations)","3600"
"1523",1977,"Turkey","Various/Unknown","Refugees (incl. refugee-like situations)","1050"
"1524",1977,"United Rep. of Tanzania","Burundi","Refugees (incl. refugee-like situations)","134750"
"1525",1977,"United Rep. of Tanzania","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","530"
"1526",1977,"United Rep. of Tanzania","Malawi","Refugees (incl. refugee-like situations)","100"
"1527",1977,"United Rep. of Tanzania","Rwanda","Refugees (incl. refugee-like situations)","24370"
"1528",1977,"United Rep. of Tanzania","Uganda","Refugees (incl. refugee-like situations)","3630"
"1529",1977,"United Rep. of Tanzania","Various/Unknown","Refugees (incl. refugee-like situations)","920"
"1530",1977,"United Rep. of Tanzania","South Africa","Refugees (incl. refugee-like situations)","310"
"1531",1977,"Uganda","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","34710"
"1532",1977,"Uganda","Ethiopia","Refugees (incl. refugee-like situations)","500"
"1533",1977,"Uganda","Kenya","Refugees (incl. refugee-like situations)","1200"
"1534",1977,"Uganda","Rwanda","Refugees (incl. refugee-like situations)","76840"
"1535",1977,"Uganda","Various/Unknown","Refugees (incl. refugee-like situations)","120"
"1536",1977,"Uganda","South Africa","Refugees (incl. refugee-like situations)","80"
"1537",1977,"Uganda","Zimbabwe","Refugees (incl. refugee-like situations)","120"
"1538",1977,"Uruguay","Various/Unknown","Refugees (incl. refugee-like situations)","2000"
"1539",1977,"United States of America","Various/Unknown","Refugees (incl. refugee-like situations)","684700"
"1540",1977,"Venezuela (Bolivarian Republic of)","Various/Unknown","Refugees (incl. refugee-like situations)","16000"
"1541",1977,"Viet Nam","Cambodia","Refugees (incl. refugee-like situations)","60000"
"1542",1977,"Yemen","Various/Unknown","Refugees (incl. refugee-like situations)","50"
"1543",1977,"Zambia","Angola","Refugees (incl. refugee-like situations)","29700"
"1544",1977,"Zambia","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","200"
"1545",1977,"Zambia","Dem. Rep. of the Congo","Returnees","470"
"1546",1977,"Zambia","Malawi","Refugees (incl. refugee-like situations)","950"
"1547",1977,"Zambia","Namibia","Refugees (incl. refugee-like situations)","2700"
"1548",1977,"Zambia","Various/Unknown","Refugees (incl. refugee-like situations)","1200"
"1549",1977,"Zambia","South Africa","Refugees (incl. refugee-like situations)","150"
"1550",1977,"Zambia","Zimbabwe","Refugees (incl. refugee-like situations)","30000"
"1551",1978,"Angola","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","110550"
"1552",1978,"Angola","Dem. Rep. of the Congo","Returnees","107640"
"1553",1978,"Angola","Namibia","Refugees (incl. refugee-like situations)","30000"
"1554",1978,"Angola","South Africa","Refugees (incl. refugee-like situations)","1000"
"1555",1978,"United Arab Emirates","United Rep. of Tanzania","Refugees (incl. refugee-like situations)","300"
"1556",1978,"United Arab Emirates","Uganda","Refugees (incl. refugee-like situations)","90"
"1557",1978,"Argentina","Various/Unknown","Refugees (incl. refugee-like situations)","26390"
"1558",1978,"Argentina","Various/Unknown","Returnees","530"
"1559",1978,"Australia","Various/Unknown","Refugees (incl. refugee-like situations)","304000"
"1560",1978,"Austria","Various/Unknown","Refugees (incl. refugee-like situations)","20000"
"1561",1978,"Burundi","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","910"
"1562",1978,"Burundi","Dem. Rep. of the Congo","Returnees","32880"
"1563",1978,"Burundi","Rwanda","Refugees (incl. refugee-like situations)","49430"
"1564",1978,"Belgium","Various/Unknown","Refugees (incl. refugee-like situations)","17000"
"1565",1978,"Bangladesh","Myanmar","Refugees (incl. refugee-like situations)","160000"
"1566",1978,"Bangladesh","Myanmar","Returnees","36000"
"1567",1978,"Bangladesh","Various/Unknown","Refugees (incl. refugee-like situations)","4000"
"1568",1978,"Bolivia (Plurinational State of)","Various/Unknown","Refugees (incl. refugee-like situations)","500"
"1569",1978,"Brazil","Various/Unknown","Refugees (incl. refugee-like situations)","35000"
"1570",1978,"Botswana","Angola","Refugees (incl. refugee-like situations)","210"
"1571",1978,"Botswana","Lesotho","Refugees (incl. refugee-like situations)","160"
"1572",1978,"Botswana","Namibia","Returnees","100"
"1573",1978,"Botswana","Various/Unknown","Refugees (incl. refugee-like situations)","450"
"1574",1978,"Botswana","South Africa","Refugees (incl. refugee-like situations)","420"
"1575",1978,"Botswana","South Africa","Returnees","380"
"1576",1978,"Botswana","Zimbabwe","Refugees (incl. refugee-like situations)","17760"
"1577",1978,"Botswana","Zimbabwe","Returnees","11600"
"1578",1978,"Canada","Various/Unknown","Refugees (incl. refugee-like situations)","31295"
"1579",1978,"Switzerland","Various/Unknown","Refugees (incl. refugee-like situations)","30000"
"1580",1978,"Chile","Serbia and Kosovo (S/RES/1244 (1999))","Refugees (incl. refugee-like situations)","80"
"1581",1978,"Chile","Various/Unknown","Refugees (incl. refugee-like situations)","3000"
"1582",1978,"Cameroon","Equatorial Guinea","Refugees (incl. refugee-like situations)","30000"
"1583",1978,"Dem. Rep. of the Congo","Angola","Refugees (incl. refugee-like situations)","620000"
"1584",1978,"Dem. Rep. of the Congo","Angola","Returnees","30000"
"1585",1978,"Dem. Rep. of the Congo","Burundi","Refugees (incl. refugee-like situations)","11000"
"1586",1978,"Dem. Rep. of the Congo","Burundi","Returnees","330"
"1587",1978,"Dem. Rep. of the Congo","Rwanda","Refugees (incl. refugee-like situations)","22000"
"1588",1978,"Dem. Rep. of the Congo","Uganda","Returnees","30000"
"1589",1978,"Congo","Angola","Refugees (incl. refugee-like situations)","150"
"1590",1978,"Congo","Angola","Returnees","850"
"1591",1978,"Colombia","Various/Unknown","Refugees (incl. refugee-like situations)","1500"
"1592",1978,"Costa Rica","Nicaragua","Refugees (incl. refugee-like situations)","130000"
"1593",1978,"Costa Rica","Various/Unknown","Refugees (incl. refugee-like situations)","3000"
"1594",1978,"Cuba","Nicaragua","Refugees (incl. refugee-like situations)","4000"
"1595",1978,"Germany","Various/Unknown","Refugees (incl. refugee-like situations)","83500"
"1596",1978,"Djibouti","Ethiopia","Refugees (incl. refugee-like situations)","20000"
"1597",1978,"Denmark","Various/Unknown","Refugees (incl. refugee-like situations)","1800"
"1598",1978,"Dominican Rep.","Haiti","Refugees (incl. refugee-like situations)","300"
"1599",1978,"Algeria","Chile","Refugees (incl. refugee-like situations)","2000"
"1600",1978,"Algeria","Western Sahara","Refugees (incl. refugee-like situations)","50000"
"1601",1978,"Egypt","Armenia","Refugees (incl. refugee-like situations)","420"
"1602",1978,"Egypt","Ethiopia","Refugees (incl. refugee-like situations)","600"
"1603",1978,"Egypt","Turkey","Refugees (incl. refugee-like situations)","60"
"1604",1978,"Egypt","Various/Unknown","Refugees (incl. refugee-like situations)","3920"
"1605",1978,"Spain","Various/Unknown","Refugees (incl. refugee-like situations)","15000"
"1606",1978,"Ethiopia","Sudan","Refugees (incl. refugee-like situations)","10850"
"1607",1978,"Ethiopia","Various/Unknown","Refugees (incl. refugee-like situations)","80"
"1608",1978,"France","Various/Unknown","Refugees (incl. refugee-like situations)","126229"
"1609",1978,"Gabon","Benin","Refugees (incl. refugee-like situations)","200"
"1610",1978,"Gabon","Equatorial Guinea","Refugees (incl. refugee-like situations)","60000"
"1611",1978,"United Kingdom","Various/Unknown","Refugees (incl. refugee-like situations)","150000"
"1612",1978,"Ghana","Namibia","Refugees (incl. refugee-like situations)","50"
"1613",1978,"Ghana","Various/Unknown","Refugees (incl. refugee-like situations)","20"
"1614",1978,"Greece","Greece","Refugees (incl. refugee-like situations)","380"
"1615",1978,"Greece","Various/Unknown","Refugees (incl. refugee-like situations)","2140"
"1616",1978,"China, Hong Kong SAR","Viet Nam","Refugees (incl. refugee-like situations)","55710"
